,sentiment,prediction
12516,0,0
12518,1,1
12519,1,1
12520,0,0
12523,0,0
12524,0,0
12527,1,1
12529,1,1
12531,0,0
12532,0,0
12533,1,1
12536,0,0
12538,0,1
12539,1,0
12540,0,0
12544,1,1
12545,0,0
12546,1,1
12547,1,0
12549,1,1
12550,1,1
12552,1,1
12553,0,0
12554,1,1
12555,1,1
12558,0,0
12559,1,1
12560,1,0
12562,1,1
12563,1,0
12564,0,0
12565,1,1
12566,1,0
12569,0,0
12574,1,1
12576,0,0
12577,0,0
12581,0,0
12582,0,0
12584,1,1
12587,0,0
12588,1,0
12591,1,1
12592,0,0
12593,0,0
12595,1,1
12597,0,0
12598,1,0
12600,1,1
12602,0,0
12604,0,0
12605,1,1
12606,1,1
12609,0,0
12610,0,0
12612,1,1
12614,1,1
12615,0,0
12617,0,0
12618,1,0
12621,1,1
12626,1,1
12630,0,0
12631,1,1
12634,0,1
12636,1,1
12637,0,0
12644,1,1
12645,1,1
12646,1,1
12648,1,1
12650,0,0
12651,1,1
12654,0,0
12655,0,1
12656,0,0
12657,1,1
12658,0,0
12661,0,0
12662,0,0
12664,1,1
12666,0,0
12667,0,0
12668,1,1
12669,1,1
12671,1,1
12675,1,1
12676,1,1
12679,0,0
12680,0,0
12684,0,0
12687,1,1
12690,0,1
12691,0,0
12692,0,0
12696,1,1
12698,1,1
12699,0,0
12700,1,1
12701,1,0
12707,0,1
12708,0,0
12710,1,1
12714,1,1
12717,0,0
12718,0,0
12719,1,1
12721,1,1
12723,0,0
12726,1,1
12728,1,1
12729,0,0
12730,1,1
12731,0,1
12740,1,0
12741,0,0
12742,0,1
12743,0,0
12744,1,1
12749,0,0
12750,0,0
12753,0,0
12754,0,0
12757,0,0
12758,1,1
12759,0,0
12760,1,1
12761,0,0
12762,1,1
12765,0,0
12767,0,0
12769,0,1
12773,1,1
12774,1,1
12778,1,1
12780,0,0
12781,0,0
12785,0,0
12789,1,1
12790,0,0
12791,0,0
12792,0,0
12793,1,1
12794,0,0
12795,1,1
12804,1,1
12806,0,0
12807,0,1
12808,0,1
12809,0,1
12815,1,1
12816,1,0
12817,1,1
12820,0,0
12821,1,0
12822,1,1
12828,0,0
12832,0,0
12833,1,1
12835,1,1
12837,0,0
12840,1,1
12841,1,1
12842,0,0
12844,0,0
12846,0,0
12848,1,1
12851,0,0
12854,0,0
12855,0,0
12860,1,1
12862,0,0
12863,1,1
12864,1,1
12865,0,0
12866,1,1
12868,0,0
12870,1,1
12875,1,1
12876,0,1
12878,1,1
12879,0,0
12880,0,1
12881,1,1
12882,0,0
12884,0,0
12887,0,0
12888,1,1
12889,0,0
12890,1,1
12893,0,1
12899,0,0
12900,1,1
12901,0,0
12904,0,0
12908,1,1
12910,0,0
12912,1,1
12913,1,1
12914,0,0
12915,1,1
12917,1,1
12920,0,0
12922,1,0
12923,1,1
12927,0,0
12928,1,0
12929,0,0
12930,1,1
12931,1,1
12933,0,0
12939,1,1
12943,0,0
12945,1,1
12947,0,0
12948,0,0
12949,1,1
12952,0,0
12953,1,1
12954,0,1
12957,0,0
12959,1,1
12962,0,0
12963,0,0
12964,0,1
12966,0,0
12967,1,1
12973,1,1
12974,0,0
12975,0,0
12976,1,1
12977,0,0
12978,0,1
12979,1,1
12980,0,0
12981,1,0
12982,1,0
12983,0,0
12986,1,1
12988,1,1
12989,0,0
12990,1,1
12991,1,1
12992,0,0
12997,0,0
12998,0,0
12999,1,1
13001,1,1
13002,0,0
13003,0,1
13005,1,0
13006,1,1
13007,1,0
13008,1,1
13014,0,0
13015,1,1
13018,1,1
13019,0,0
13021,1,1
13023,0,0
13024,1,1
13026,0,0
13027,0,0
13028,0,0
13030,0,0
13032,0,0
13033,1,1
13034,0,0
13037,1,1
13041,1,1
13045,1,1
13046,1,0
13051,0,0
13052,0,1
13053,0,0
13054,0,0
13060,1,0
13061,1,1
13062,1,1
13067,1,1
13068,1,1
13069,1,1
13070,1,1
13071,1,1
13073,0,0
13075,1,1
13076,0,0
13077,1,1
13078,0,0
13079,1,1
13081,1,1
13085,0,0
13087,0,0
13090,0,0
13091,1,1
13094,0,0
13097,0,0
13098,0,0
13101,1,1
13102,0,0
13103,1,1
13106,0,0
13107,1,1
13109,1,0
13110,1,1
13111,0,1
13113,1,1
13114,0,0
13115,1,1
13116,0,0
13117,0,0
13118,1,1
13119,0,0
13120,1,1
13126,1,1
13127,1,1
13129,0,1
13130,0,0
13132,1,1
13133,0,0
13137,0,0
13140,1,1
13142,1,1
13143,0,0
13147,0,0
13148,1,1
13149,1,1
13151,1,1
13152,1,1
13154,0,0
13155,0,0
13157,1,1
13161,1,1
13163,1,1
13165,0,1
13168,1,1
13169,1,1
13170,0,1
13173,1,1
13174,0,0
13176,1,0
13179,0,0
13180,1,1
13184,0,0
13185,1,1
13186,1,1
13188,1,1
13191,1,0
13193,1,1
13194,0,0
13197,0,0
13198,1,1
13200,1,1
13202,1,1
13203,0,0
13205,1,1
13206,1,1
13208,1,1
13209,0,0
13210,1,1
13212,0,0
13213,0,0
13214,1,1
13217,0,1
13219,0,0
13220,1,1
13223,0,0
13224,0,0
13225,0,0
13226,0,0
13227,0,1
13228,0,0
13230,0,0
13232,1,1
13233,1,1
13235,0,0
13240,1,0
13242,0,0
13243,1,1
13249,0,1
13251,1,1
13253,1,1
13254,1,1
13255,0,1
13259,0,1
13261,1,1
13262,0,0
13263,1,0
13264,1,1
13266,1,1
13269,0,0
13270,0,0
13273,1,1
13275,1,1
13280,0,0
13283,0,0
13285,1,1
13288,0,0
13295,1,1
13296,1,1
13298,0,0
13304,0,1
13306,1,1
13310,1,1
13311,0,0
13313,1,1
13314,1,1
13315,0,1
13318,0,0
13319,1,1
13320,0,0
13324,0,1
13325,0,0
13327,0,0
13328,0,0
13330,1,1
13331,0,0
13334,0,0
13338,1,0
13346,1,1
13348,0,0
13351,1,1
13356,0,0
13357,1,1
13359,1,1
13360,1,1
13361,1,1
13363,1,1
13364,0,0
13365,1,1
13366,0,0
13368,1,0
13370,1,0
13371,0,0
13374,0,0
13376,1,1
13377,1,1
13381,1,1
13383,0,0
13386,1,1
13387,0,0
13388,0,0
13389,0,0
13390,0,0
13391,0,0
13392,0,0
13394,0,0
13398,0,1
13401,1,1
13403,1,1
13406,1,1
13407,1,1
13410,0,0
13411,0,1
13415,1,1
13416,0,0
13417,1,1
13419,1,1
13420,0,0
13421,1,1
13425,0,0
13426,1,1
13430,0,0
13431,1,1
13432,0,1
13433,0,0
13434,0,0
13437,1,1
13438,0,0
13439,0,0
13440,1,1
13443,1,1
13446,1,1
13449,1,1
13453,0,0
13454,1,1
13457,1,1
13461,0,0
13463,0,0
13464,0,0
13467,1,1
13472,1,1
13473,0,0
13474,1,1
13475,1,1
13476,0,0
13482,1,1
13484,0,0
13485,0,0
13489,1,1
13491,0,0
13493,1,0
13494,1,0
13497,1,1
13499,1,1
13501,0,0
13502,0,0
13503,1,1
13504,1,1
13505,0,0
13506,0,0
13507,0,0
13509,0,1
13510,0,0
13512,0,0
13514,1,1
13518,0,0
13520,1,1
13521,1,1
13522,1,1
13523,1,1
13526,1,1
13528,0,0
13529,1,1
13530,1,1
13531,0,0
13533,0,0
13537,1,1
13538,0,0
13539,0,0
13540,0,0
13541,0,0
13542,1,1
13544,1,1
13549,0,0
13550,1,1
13552,0,0
13553,0,1
13555,0,0
13556,0,1
13558,0,0
13563,1,1
13566,1,1
13568,1,1
13571,0,0
13572,0,1
13574,0,0
13576,1,1
13579,0,0
13580,1,1
13581,0,0
13582,1,1
13583,0,1
13584,1,1
13591,0,0
13592,1,1
13593,0,1
13595,1,1
13596,0,0
13597,1,1
13598,1,1
13599,0,0
13600,0,0
13602,0,0
13607,1,1
13608,0,0
13610,1,1
13611,1,1
13614,0,0
13616,0,0
13617,0,0
13619,0,0
13625,0,0
13630,1,0
13636,0,1
13637,1,1
13638,0,0
13639,0,0
13640,1,1
13650,0,0
13651,1,1
13653,1,1
13655,1,1
13656,1,1
13658,1,1
13665,1,1
13667,1,1
13668,1,1
13669,1,1
13674,1,1
13675,0,0
13676,0,0
13677,0,0
13678,1,1
13679,1,1
13680,0,0
13681,1,1
13682,1,1
13683,1,1
13684,1,1
13685,1,1
13687,1,1
13688,0,0
13691,0,0
13695,0,1
13696,0,0
13698,0,0
13699,1,1
13701,1,0
13710,0,0
13711,0,0
13712,1,1
13714,0,0
13715,1,1
13718,1,1
13724,0,0
13725,1,1
13726,0,0
13727,0,0
13728,0,0
13730,0,0
13736,0,0
13737,1,1
13739,1,1
13744,0,0
13746,1,1
13747,1,1
13748,1,1
13749,0,0
13751,0,0
13753,0,0
13757,1,0
13762,1,1
13770,1,1
13771,1,1
13772,0,0
13773,1,1
13774,1,1
13776,1,1
13779,0,0
13783,0,0
13785,0,0
13787,0,1
13791,1,1
13793,1,1
13794,1,1
13800,1,1
13801,1,1
13803,1,0
13804,0,0
13806,0,0
13807,1,1
13809,0,0
13812,1,1
13813,0,1
13814,1,1
13817,0,0
13818,1,1
13819,1,1
13820,0,1
13822,1,1
13824,1,1
13825,0,1
13827,0,0
13828,0,0
13830,0,0
13838,1,1
13839,1,1
13840,0,0
13841,0,0
13845,0,0
13849,1,1
13850,1,1
13854,0,0
13855,1,1
13856,0,1
13860,0,0
13861,1,1
13863,0,0
13865,1,1
13866,0,0
13870,1,1
13871,1,1
13873,0,0
13875,1,1
13876,1,1
13880,1,1
13881,0,0
13884,0,0
13885,1,1
13889,1,1
13890,1,1
13893,1,1
13896,1,1
13897,0,0
13900,1,1
13902,1,1
13903,1,1
13904,0,0
13906,0,0
13907,0,1
13908,1,1
13910,0,0
13911,0,0
13912,1,1
13913,0,0
13915,0,0
13916,1,1
13917,0,1
13919,0,0
13920,0,0
13923,1,1
13925,1,1
13926,1,1
13927,1,1
13928,0,0
13932,1,1
13934,0,0
13935,0,0
13936,1,1
13937,1,1
13939,0,0
13940,0,0
13941,1,1
13942,0,0
13943,0,0
13945,0,0
13946,0,0
13947,1,0
13951,0,0
13954,0,0
13956,1,1
13957,1,1
13960,1,1
13961,0,0
13963,0,0
13964,0,0
13967,1,1
13968,0,0
13971,0,0
13972,1,1
13973,1,1
13979,0,1
13980,0,0
13982,0,0
13984,0,0
13985,1,1
13988,1,1
13989,0,0
13990,1,1
13991,0,0
13993,0,0
13996,0,0
13999,0,0
14000,0,1
14001,0,0
14002,1,1
14005,1,0
14007,1,1
14008,1,1
14009,1,0
14010,1,1
14011,0,0
14014,1,1
14015,0,0
14017,0,1
14018,1,1
14023,0,0
14024,0,0
14026,0,0
14028,1,1
14031,1,1
14034,1,1
14038,1,0
14039,1,0
14042,1,1
14043,0,0
14048,0,0
14049,0,0
14051,0,0
14055,1,1
14057,1,1
14058,1,1
14059,1,1
14061,1,1
14062,0,0
14063,1,1
14065,0,0
14066,1,1
14067,0,0
14069,1,1
14074,1,1
14075,0,0
14077,1,1
14081,1,1
14084,0,0
14085,1,1
14087,1,1
14088,0,0
14089,1,1
14091,1,1
14093,1,1
14094,1,0
14096,0,0
14097,1,1
14098,1,1
14100,0,0
14103,1,1
14104,0,0
14109,1,1
14111,1,1
14113,1,0
14114,0,0
14115,0,0
14116,0,0
14118,1,1
14119,1,1
14120,0,0
14122,0,0
14124,0,1
14125,1,1
14126,1,1
14127,1,1
14134,0,0
14136,0,0
14137,0,0
14140,1,0
14142,1,1
14144,0,0
14145,0,0
14146,1,1
14152,0,0
14157,0,0
14159,1,1
14160,1,1
14163,0,0
14164,0,0
14166,0,0
14174,1,1
14175,0,0
14177,0,0
14178,1,1
14184,1,1
14186,1,1
14188,0,0
14189,0,0
14193,1,1
14195,1,1
14201,0,0
14202,0,0
14203,1,1
14206,0,0
14208,0,0
14209,1,1
14211,1,1
14212,1,1
14215,0,0
14218,0,1
14220,1,1
14221,1,1
14222,1,0
14223,1,1
14225,1,1
14227,1,0
14229,0,0
14236,1,1
14237,1,1
14238,1,1
14244,1,0
14245,0,0
14247,1,1
14249,0,1
14250,1,1
14256,0,0
14257,0,0
14259,1,1
14260,1,1
14261,0,0
14262,1,1
14265,0,0
14266,1,1
14267,0,0
14268,1,1
14269,1,0
14273,1,1
14274,0,0
14275,1,1
14277,1,0
14279,1,1
14285,1,1
14287,0,0
14288,0,0
14290,1,1
14291,0,0
14292,0,0
14293,0,0
14294,0,0
14295,0,1
14298,0,0
14303,1,1
14305,0,0
14306,0,0
14309,1,0
14311,0,1
14317,1,1
14319,1,1
14322,0,0
14324,1,1
14325,0,1
14327,0,0
14328,1,1
14330,1,1
14333,0,0
14335,1,1
14336,0,0
14339,0,0
14341,0,0
14342,1,1
14343,0,0
14344,0,0
14345,0,0
14348,1,1
14349,1,1
14350,0,1
14351,1,1
14352,1,1
14353,1,1
14355,0,0
14356,0,0
14357,1,1
14359,1,1
14363,1,1
14364,1,1
14369,1,1
14370,1,1
14371,0,0
14372,0,0
14376,1,1
14377,1,1
14379,0,0
14380,0,0
14381,1,1
14384,1,1
14385,1,1
14389,1,1
14392,0,0
14393,0,0
14395,1,1
14396,0,0
14397,1,1
14398,0,0
14399,0,0
14400,1,1
14403,0,0
14404,1,1
14405,0,0
14407,1,0
14409,0,0
14412,0,0
14413,0,1
14414,1,1
14415,0,0
14416,1,0
14418,0,0
14420,0,0
14422,0,0
14426,0,1
14427,1,1
14428,1,1
14430,0,0
14435,1,1
14436,0,0
14437,0,1
14439,1,1
14440,1,1
14441,0,1
14443,1,1
14444,0,0
14450,1,1
14451,0,0
14453,0,0
14454,0,0
14457,1,1
14459,0,0
14460,1,1
14461,1,1
14465,1,1
14467,1,1
14474,1,1
14478,1,1
14480,1,1
14482,0,0
14484,1,1
14485,1,1
14486,0,0
14487,0,0
14489,1,1
14490,0,1
14491,1,1
14494,0,0
14497,0,0
14498,0,0
14499,0,0
14505,1,1
14507,1,1
14508,1,1
14509,1,1
14510,0,0
14511,1,1
14512,1,1
14515,1,1
14516,0,0
14517,1,0
14519,1,1
14521,1,1
14522,0,0
14527,1,1
14528,0,0
14530,1,0
14531,0,0
14535,0,0
14536,1,1
14537,1,1
14538,1,1
14542,1,1
14549,0,0
14550,0,0
14551,1,1
14552,0,0
14553,1,0
14555,1,1
14556,0,0
14557,0,0
14558,1,1
14559,1,1
14565,0,0
14568,0,0
14573,1,1
14575,1,1
14578,1,0
14580,1,1
14581,1,1
14591,1,1
14593,0,0
14596,1,1
14597,1,1
14598,0,1
14604,1,1
14605,1,1
14610,0,1
14611,1,1
14614,1,1
14615,0,0
14616,1,1
14618,1,1
14620,1,1
14622,0,0
14623,1,1
14625,0,0
14627,0,0
14628,0,1
14629,1,1
14630,1,1
14631,0,0
14635,1,1
14636,0,1
14638,1,0
14639,0,0
14640,0,0
14641,0,0
14642,1,1
14643,1,1
14646,0,1
14647,0,0
14654,0,0
14657,0,0
14658,0,0
14659,1,1
14660,0,0
14661,0,0
14662,0,1
14667,0,0
14668,0,0
14669,1,1
14670,1,1
14671,0,0
14672,0,0
14673,0,0
14674,0,0
14675,1,1
14676,0,0
14677,1,1
14679,1,1
14680,1,1
14684,0,0
14685,1,1
14688,0,0
14691,0,0
14692,1,1
14693,0,0
14694,0,0
14696,1,1
14697,1,1
14702,0,0
14703,1,1
14705,1,1
14708,1,1
14712,1,1
14715,1,0
14717,0,0
14720,0,0
14722,1,1
14725,0,0
14726,1,1
14730,1,1
14732,1,1
14734,0,1
14735,0,0
14736,1,1
14737,0,0
14739,1,0
14740,1,1
14743,0,0
14745,1,1
14746,0,0
14748,0,0
14750,1,1
14752,0,0
14753,1,1
14754,0,0
14756,1,1
14757,1,1
14758,0,0
14760,0,1
14764,0,0
14766,1,1
14770,0,0
14772,1,0
14774,0,0
14777,1,1
14780,1,1
14781,1,1
14782,0,0
14783,1,0
14786,0,0
14787,1,1
14788,0,0
14791,1,1
14793,0,0
14795,0,0
14796,1,1
14797,0,1
14800,0,0
14801,0,0
14802,1,1
14804,0,0
14805,0,0
14808,1,1
14809,1,1
14811,0,0
14815,0,0
14816,1,1
14819,1,1
14821,0,0
14824,1,1
14826,1,1
14827,0,0
14829,0,0
14832,1,0
14833,0,0
14834,1,1
14837,0,0
14840,0,0
14842,0,1
14844,1,1
14845,0,0
14847,0,0
14848,1,1
14850,1,0
14853,1,1
14856,0,0
14858,1,1
14860,0,0
14861,0,1
14863,0,0
14868,0,0
14870,0,0
14872,1,1
14873,0,0
14875,0,0
14877,0,1
14878,0,0
14879,0,1
14882,0,1
14884,1,1
14887,0,0
14888,1,1
14889,1,1
14890,0,0
14891,0,0
14893,1,1
14898,0,0
14899,0,0
14901,0,1
14902,0,0
14904,1,1
14906,0,1
14907,1,0
14910,1,1
14911,0,1
14913,1,1
14915,1,1
14917,0,0
14921,0,0
14922,0,0
14923,0,0
14926,1,1
14927,0,0
14928,1,1
14930,0,0
14931,1,1
14932,1,0
14933,1,0
14934,1,1
14935,0,0
14939,1,0
14940,0,0
14943,0,0
14947,0,0
14948,0,0
14949,0,0
14952,0,0
14953,1,0
14954,0,0
14955,1,1
14958,0,0
14959,0,0
14960,1,1
14962,0,0
14963,1,1
14964,0,1
14966,1,1
14967,1,1
14969,1,1
14971,0,1
14972,1,0
14974,1,1
14975,1,1
14977,0,1
14978,1,1
14981,0,0
14983,0,0
14986,1,1
14987,0,0
14988,1,1
14989,0,0
14992,1,1
14994,0,0
14998,1,1
15000,0,1
15001,1,0
15005,0,0
15006,0,1
15007,1,1
15008,1,1
15009,0,0
15011,0,0
15014,0,0
15015,0,0
15019,1,1
15020,0,0
15021,1,1
15023,0,0
15025,0,0
15026,1,1
15027,0,0
15029,0,0
15031,0,0
15034,0,0
15035,1,1
15036,0,0
15037,0,0
15039,1,1
15041,0,0
15046,1,1
15047,1,1
15049,0,0
15053,0,1
15054,0,0
15058,0,0
15063,0,1
15065,1,1
15066,1,1
15068,0,0
15069,1,1
15071,1,1
15072,1,1
15074,0,0
15075,1,0
15076,0,0
15077,1,1
15079,0,0
15080,1,1
15081,1,1
15082,1,1
15083,1,1
15084,0,0
15087,1,1
15091,0,0
15092,0,0
15093,1,1
15096,0,0
15097,0,0
15100,1,1
15103,0,0
15104,1,1
15106,1,1
15109,0,0
15110,0,1
15113,1,1
15114,0,0
15115,0,0
15120,0,0
15128,0,0
15129,1,1
15134,0,0
15139,0,0
15141,1,1
15142,1,0
15143,0,0
15144,1,1
15145,1,1
15146,1,1
15149,1,0
15154,0,1
15157,0,0
15159,1,1
15160,1,1
15161,0,0
15162,0,0
15164,1,1
15166,1,1
15169,1,1
15170,1,1
15172,1,1
15173,1,0
15176,1,1
15182,1,1
15183,0,1
15184,0,0
15186,1,1
15187,0,0
15189,1,1
15191,0,0
15193,1,1
15196,0,0
15197,1,0
15198,1,1
15205,0,0
15206,0,0
15208,1,1
15211,0,0
15213,1,1
15214,1,1
15217,0,1
15221,1,1
15228,1,1
15230,1,0
15231,0,0
15235,1,1
15241,0,0
15244,1,1
15245,1,1
15247,0,0
15248,0,0
15251,1,1
15252,1,1
15254,0,0
15256,0,0
15257,0,0
15258,1,1
15259,0,0
15260,1,1
15261,0,0
15262,0,0
15265,0,0
15267,0,0
15270,0,1
15271,0,0
15272,1,1
15273,1,1
15274,1,1
15277,1,1
15279,1,1
15282,1,1
15283,1,1
15284,1,1
15285,1,1
15286,1,1
15287,0,0
15290,0,0
15291,1,1
15293,1,1
15294,1,1
15299,0,0
15302,1,1
15304,0,0
15305,1,1
15307,0,0
15311,0,0
15312,0,0
15313,0,0
15314,1,1
15315,0,0
15316,1,1
15318,0,0
15320,0,0
15323,0,1
15324,0,0
15326,1,1
15331,1,1
15332,0,0
15334,1,1
15338,1,1
15339,0,0
15341,0,0
15342,1,1
15344,0,0
15346,1,1
15351,1,1
15352,1,1
15355,0,0
15359,0,0
15361,1,1
15362,1,1
15363,0,1
15364,0,0
15367,0,0
15372,0,0
15376,1,1
15377,0,0
15379,1,1
15380,1,1
15382,0,0
15384,1,0
15385,1,1
15388,1,1
15391,0,0
15393,1,1
15396,0,0
15397,0,1
15398,1,1
15400,1,1
15401,1,1
15403,0,0
15406,1,1
15407,0,1
15408,1,0
15410,1,1
15412,1,1
15413,1,0
15417,1,1
15420,1,1
15423,0,0
15425,1,1
15426,1,1
15427,1,1
15429,1,1
15430,1,1
15431,1,1
15433,0,0
15435,0,0
15438,0,0
15440,0,0
15445,1,1
15446,1,1
15447,0,0
15448,0,0
15453,0,0
15454,1,1
15457,0,1
15459,0,0
15460,0,0
15461,1,1
15464,0,0
15466,0,0
15467,0,1
15469,1,0
15470,1,0
15471,1,1
15472,1,1
15473,1,1
15474,1,1
15476,0,0
15477,0,0
15478,0,0
15479,1,1
15480,1,1
15481,0,0
15482,0,0
15483,0,0
15484,1,1
15485,1,1
15487,0,0
15493,0,0
15494,0,0
15497,0,0
15498,0,0
15500,1,1
15504,1,1
15507,0,0
15508,0,0
15509,1,1
15515,0,1
15516,0,0
15517,0,0
15524,0,0
15527,0,0
15530,1,1
15531,0,0
15532,0,0
15534,1,0
15537,0,0
15538,0,0
15539,0,0
15540,1,0
15541,0,0
15543,1,1
15545,0,1
15546,1,1
15547,0,0
15548,1,1
15554,0,0
15556,1,0
15557,0,1
15558,0,0
15559,0,1
15560,0,0
15562,0,0
15564,0,0
15565,0,0
15569,0,0
15571,1,1
15578,1,1
15579,1,0
15580,1,1
15582,0,1
15583,1,1
15584,0,0
15585,1,1
15588,0,0
15589,1,1
15590,1,1
15592,0,0
15597,0,0
15599,1,1
15600,1,1
15601,1,1
15604,0,0
15607,1,1
15608,0,0
15609,1,1
15610,0,0
15611,1,1
15614,0,0
15615,1,1
15617,1,1
15621,1,1
15624,0,0
15625,0,0
15630,1,1
15634,1,1
15637,1,1
15638,1,1
15639,0,0
15641,1,1
15644,1,1
15649,1,1
15651,0,0
15652,1,0
15653,1,1
15654,1,1
15655,0,0
15656,1,1
15657,1,1
15658,0,0
15660,1,1
15662,0,0
15665,0,0
15668,1,1
15672,1,1
15674,0,0
15675,0,0
15677,1,1
15680,1,1
15681,1,1
15684,0,0
15685,0,0
15687,0,0
15693,0,0
15698,1,1
15699,0,0
15700,0,0
15702,0,0
15704,0,0
15707,1,1
15708,1,1
15709,0,0
15710,0,0
15712,0,0
15713,1,1
15714,1,1
15715,1,1
15716,0,1
15717,0,1
15719,1,1
15721,1,1
15722,0,0
15723,0,0
15726,1,1
15727,1,1
15728,1,1
15730,1,1
15733,0,0
15736,0,0
15741,0,0
15744,1,1
15746,1,1
15749,1,1
15750,1,1
15751,0,0
15757,1,1
15758,1,1
15759,1,0
15760,0,0
15761,1,1
15763,1,1
15764,1,0
15765,1,0
15766,0,0
15767,1,0
15771,0,0
15777,1,1
15778,1,1
15779,0,0
15780,1,1
15781,1,1
15782,1,1
15783,1,1
15785,0,0
15787,0,0
15788,0,1
15789,1,0
15791,0,0
15793,0,0
15794,0,0
15795,1,1
15797,0,0
15799,0,0
15801,0,0
15802,0,0
15803,1,1
15805,0,0
15806,1,1
15807,1,1
15808,1,1
15810,1,1
15812,0,0
15813,0,0
15815,1,1
15817,1,0
15823,1,1
15824,1,0
15825,0,0
15826,0,0
15827,1,1
15828,0,0
15829,1,1
15830,1,1
15831,1,1
15833,0,1
15834,0,0
15835,0,0
15838,1,1
15841,1,1
15842,1,1
15843,0,0
15844,1,0
15846,1,1
15848,0,0
15849,0,0
15851,1,1
15855,0,0
15857,0,0
15858,0,0
15859,1,1
15860,1,0
15861,0,0
15865,1,1
15867,0,0
15869,1,1
15871,1,1
15874,1,1
15877,1,1
15879,1,1
15880,0,0
15883,0,0
15885,1,1
15886,0,0
15887,0,0
15888,0,0
15889,0,0
15892,0,0
15893,0,0
15894,0,0
15895,1,1
15896,0,0
15899,1,1
15902,0,1
15903,1,1
15904,1,1
15905,0,0
15912,0,0
15913,0,1
15916,1,1
15917,0,0
15923,1,1
15924,0,0
15926,1,0
15930,0,0
15933,0,0
15935,1,1
15940,1,1
15942,0,0
15943,1,0
15944,1,1
15946,1,1
15947,1,1
15948,0,1
15949,1,1
15950,0,0
15952,0,0
15953,1,1
15956,1,1
15957,0,0
15958,0,0
15959,0,0
15961,1,1
15962,1,1
15963,1,1
15965,0,1
15966,0,1
15967,0,1
15970,1,1
15971,0,0
15973,1,1
15977,1,1
15979,0,0
15981,0,0
15985,1,0
15991,1,1
15992,1,1
15993,1,1
15997,1,1
16001,0,0
16002,0,1
16003,0,0
16004,0,0
16006,1,1
16009,0,0
16010,1,1
16012,1,0
16016,1,1
16018,0,0
16019,0,0
16020,0,1
16023,1,1
16024,0,0
16026,0,0
16027,0,1
16028,0,0
16029,1,1
16033,0,0
16034,1,1
16035,0,0
16042,0,0
16047,0,0
16049,0,0
16051,0,0
16053,1,1
16055,0,0
16056,0,0
16059,0,0
16060,0,0
16061,1,1
16065,0,0
16066,0,0
16067,1,1
16068,1,1
16071,0,0
16074,1,1
16078,0,0
16079,1,1
16081,1,1
16082,1,0
16084,1,1
16087,0,0
16088,1,0
16089,1,0
16094,1,1
16095,0,0
16097,1,1
16099,1,1
16102,1,1
16106,0,0
16107,1,1
16108,0,0
16109,1,1
16110,1,1
16111,1,1
16112,0,0
16113,0,0
16114,1,1
16116,1,1
16117,1,1
16118,1,1
16119,1,1
16122,0,0
16131,0,0
16132,0,1
16135,1,1
16137,0,0
16138,0,0
16142,0,0
16145,1,1
16147,0,0
16148,1,1
16149,1,1
16150,1,1
16152,1,1
16153,0,1
16155,0,0
16156,0,0
16157,1,1
16159,0,0
16164,1,1
16165,1,1
16167,1,0
16169,1,1
16171,0,0
16172,1,1
16175,1,1
16176,1,1
16177,1,1
16178,0,1
16179,1,1
16180,1,1
16182,1,1
16184,0,0
16185,0,0
16194,1,1
16195,1,1
16196,0,0
16197,0,0
16198,1,1
16199,0,0
16200,0,0
16202,1,1
16205,0,0
16206,0,0
16208,0,0
16209,1,1
16212,0,0
16215,1,1
16217,0,0
16221,0,0
16223,0,0
16229,1,1
16231,1,1
16234,1,1
16235,1,1
16236,0,1
16237,0,0
16238,0,0
16243,1,1
16244,1,1
16245,0,0
16246,1,1
16247,1,1
16249,0,0
16250,0,0
16251,0,0
16252,1,1
16253,1,0
16254,0,0
16257,0,0
16260,0,1
16261,1,1
16262,1,1
16263,1,1
16265,0,0
16266,0,0
16267,0,0
16268,0,1
16270,0,0
16271,0,0
16272,0,0
16277,0,0
16278,1,0
16280,1,1
16281,0,0
16283,1,1
16285,0,0
16286,0,1
16288,0,1
16289,0,0
16291,1,1
16293,1,1
16294,1,1
16298,1,1
16299,0,0
16300,0,0
16301,0,0
16302,1,1
16304,0,0
16305,0,0
16309,1,1
16311,0,1
16314,1,1
16315,1,1
16317,0,0
16320,1,1
16321,1,1
16322,0,0
16323,0,0
16324,0,0
16325,1,1
16328,1,1
16330,0,0
16331,1,1
16338,0,0
16339,1,1
16341,0,0
16346,1,1
16347,1,1
16348,1,1
16349,1,1
16353,0,0
16358,1,1
16361,0,0
16362,1,1
16365,1,1
16366,1,1
16369,1,1
16372,1,1
16373,1,1
16374,0,1
16375,0,0
16377,0,0
16380,1,1
16383,0,0
16384,1,1
16391,0,0
16392,1,1
16393,0,0
16395,0,0
16399,0,1
16402,0,0
16403,1,1
16405,0,0
16406,0,0
16407,0,0
16409,1,1
16413,1,0
16418,1,1
16419,1,1
16422,1,1
16425,1,1
16426,1,1
16427,1,1
16428,1,1
16429,1,1
16431,1,1
16432,0,0
16433,1,1
16434,0,0
16437,1,1
16444,0,0
16446,1,1
16448,0,1
16450,0,1
16452,0,1
16453,1,1
16455,0,0
16456,1,1
16457,0,0
16459,0,0
16460,1,1
16463,0,0
16464,1,1
16466,0,0
16467,1,1
16468,1,0
16470,0,0
16477,1,1
16478,0,0
16479,1,1
16480,1,0
